Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,Description,PetID,PhotoAmt,AdoptionSpeed,Images
1,Fei Tut Tut,1,307,24,1,1,2,7,2,2,2,1,2,1,1,80,41326,dd4e471fd184fbb112238745f3bf8c75,2,"As his name suggested (in Cantonese), Fei Tut Tut is a plumb puppy! Fei Tut Tut is very vocal, inquisitive, playful and clumsy. He has just grown teeth and I feed him puree food and bottle milk. %. Adoption fee is for donation to PAWS. For interested adopter, you must agree to neuter him when he's older. Pls be aware that a dog life span is fr years. So you must include Fei Tut Tut in your future plans be it getting married, change of job or migration. A PET IS NOT A TOY! THEY DO FEEL SAD, UNWANTED, DEPRESS, FRUSTRATION etc. A dog need its exercise, discipline, love and attention. TQ Pls call for viewing.",c7338db23,10.0,0,images/c7338db23-1.jpg
2,Sherhan,3,247,243,1,1,2,3,2,1,2,2,2,1,1,0,41326,498a3034cb70c571be25f76c8b679f0c,0,"A very friendly, playful and ""Manja"" kitten. Sherhan is one male from a litter of 6. We are running out of space so all 6 have to be adopted and loved by you. The breed is Bengal (25%) + American Short Hair (25%) + DSH (50%) Colour is black + grey + golden (lines) + Brown (slight) Best characteristics: He is so playful and would not mind being held and pet. He loves it when you cuddle him :). He is not afraid of any kind of human beings! Plus he has a very attractive fur coat colour. Feeds on ProDiet kitten dry food + occasional ProDiet wet food + Goat's milk. Please check out my other kittens of the same litter. (Amy, sofi, Sherhan, Mika, Bino, Kyle) All have been kept indoors (free roaming) and have never been in contact with grass or other cats. SMS/Whatsapp ONLY.",8ef67ba31,3.0,0,images/8ef67ba31-1.jpg
1,HERO,6,109,0,1,3,0,0,3,3,1,1,2,1,1,0,41326,f75d4d85798c949012e61bb8ecd29693,0,"The puppy 3 vaccination done already,dewormed, n come with birth certificate n microchip,if u wish to adopt him,pls call maggie witin 1pm-7pm........thanks.....",dc88ebe46,1.0,0,images/dc88ebe46-1.jpg
1,Simba,82,189,0,1,1,0,0,3,1,1,1,1,1,1,300,41326,20e79a294bb929f425376c8e54e1df51,0,"I have had Simba since a puppy, a beautiful loving dog who has given my family so much joy and happiness. I am moving and will not be able to bring him along. I would like to find someone who appreciates him and give him a good home. For those who care about the breed details, he is of imported lineage, with MKA cert and Microchip. Contact me for details.",b9086e44f,3.0,0,images/b9086e44f-1.jpg
2,BWee,2,306,0,2,1,7,0,1,1,2,2,2,1,1,0,41401,5fd8ffa53753daaac1a3adedfb199be9,0,"Shy but naughty kitten. Loves to play hide and seek! Check out her other siblings in my profile (Smudge, Maroo, and Ackie). Please contact me at. Urgent adoption.",1de957113,4.0,0,images/1de957113-1.jpg
1,Happy,2,307,0,2,5,7,0,2,1,2,2,3,1,1,0,41327,3f3ef74c486beba3bc87f6dbaee772bf,0,"This puppy was found on the road side. My friends brought her to my house because they noticed that there were a gang of people who have the intention to hurt her. I guess she was less than 2 months old. She was small, adorable and active. She has been going well with all my family members. Everyone loves her a lot. The adoption condition is, must send her for neutering about 7 months old and must take care of her for her whole life.",23e49bd2e,2.0,0,images/23e49bd2e-1.jpg
2,Kittens In A Box At Asia Jaya Lrt,12,266,0,3,1,2,6,2,2,2,2,2,1,3,0,41401,40591c812b0a95d858a2711efff8f6c7,0,Hi found a box of kittens at ASIA JAYA LRT stations car park for rapid kl staff. i dnt have transportation. i happened to get down asia jaya lrt to go the millenium mall. the short cut is thru the rapid kl staffs car park. the staffs are taking care of the motherless kittens. please. if ur a rescuer in PEtaling jaya. save them. i manage to feed them. wet food for today. im not staying in pj. im frm setapak. travel by lrt.just get down at aisia jaya lrt. the car park foir the rapid staffs are down below the lrt station itself. go to the far end of the park where there are chairs. my phone sharika,475098962,1.0,0,images/475098962-1.jpg
2,Hiren (Thanx Haziq),1,266,0,2,1,3,7,2,2,3,3,3,1,1,0,41326,23e54862081be8893f32f88cfb2f4bad,0,"Unic fur mixed with golden, white & black. so manja, and likes milk very much.",5ef34251f,4.0,0,images/5ef34251f-1.jpg
1,å¤å¤,2,307,109,2,2,0,0,2,2,1,1,2,1,2,0,41327,97af7642dd8e837dedbefe1f013ca31e,0,"cute,fat,active^^ One male and one female",94e45a1a7,0.0,0,images/94e45a1a7-1.jpg
2,Culat,3,266,0,2,1,2,4,1,1,1,1,2,1,1,0,41335,01324415629b56298d9756e3b6f8b2ba,0,"Hi, My name is Culat. I was rescued by a kind human when I was trying to cross 3 lanes road. I was so afraid at that time and all I could think is to cross the road.I want to search for my mum. She picked me up and hold me gently. I remembered feeling so comfortable and safe. She said to me that it was so dangerous to cross a road plus it was green light turn. I didn't know what green light is but likes the way she treated me. She and her friend took me home and gave me a good bath. Since then I have a place to call home and feel so happy .I have a playmate and her name is Debby. I love to play with Debby. But when I want to sleep, I will search for my big brother, Abg Don. I love to snuggle with him ;)",ac809f1ba,5.0,0,images/ac809f1ba-1.jpg
1,Amelia,4,195,179,2,7,0,0,1,1,1,1,2,1,1,400,41326,80ca526fbefbe54b612cb7d560e66b93,0,"The pet is handed to me by her owner as the owner went back to his home country. The pet is obedient, smart, and toilet-trained. She seldom barks and love children.",f54d6a569,5.0,0,images/f54d6a569-1.jpg
2,Cuddles,2,266,0,2,2,4,5,1,1,3,1,2,1,1,0,41326,c2fa6b94ad43b07820c8fce12056a6a7,0,"Cuddles come to our home when me and my bro adopted Usyang... and Chen contact me via email... She is the sweetest kiddo and know how to behave all the time.. Chen u did a very-very good job... She likes to eat raw chicken and at this moment she only likes to eat tuna... ok.. i too like tuna.. All of our family members adore her just like Usyang... she really likes to be cuddled... just like her name... When we took her, we do not plan to change her name and the name suit her just well... Hurm... we are blessed to have u...",c5ff5915a,8.0,0,images/c5ff5915a-1.jpg
2,Lulu,6,264,0,2,3,0,0,3,3,1,1,2,1,1,100,41326,73843de5a69aabadad9e370c30a1285b,0,"Lovely playful female. So sad to let her go. Want to look for new owner, As I am and my wife allergic of her long hair. The fee is only to cover the vaccine and medical only. I am not selling any cat. Just ask for contributation. Call me urgently .",8b8c686ec,3.0,0,images/8b8c686ec-1.jpg
1,Brownie,2,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,Very adorable puppy No tying or caging for long hours except for precautionary purposes Interested to adopt pls call,7827eee65,2.0,0,images/7827eee65-1.jpg
1,Tyler,3,109,307,1,5,0,0,3,3,1,1,2,1,1,250,41326,b53c34474d9e24574bcec6a3d3306a0d,0,Tyler! He is such a cute fella. Very active and playful. He is a mix breed golden retriever. Looking for an owner who loves to play with him. A very handsome fella. Come over and visit him. He is looking to bring joy to your home!,5a089c77f,5.0,0,images/5a089c77f-1.jpg
2,Mixed Colour Kittens,2,266,0,2,1,2,7,2,1,2,2,2,1,2,0,41326,2922723f8889855551615e8d22f1e0b4,0,"Kittens from a tame mama stray cat who gave birth to them in our office factory. Looking for a sincere cat owner who wants to have a cat companion(s) who will love it and care for it. :) They were born on 19th Aug. Characteristics of the kittens: White, Ginger, Black (F) - shy around people but is active around her siblings. Black and Ginger (F) - intelligent kitten who will look up always whenever people walk near the cage. Active and playful.",4009f9200,5.0,0,images/4009f9200-1.jpg
2,JJ And Trixy,24,292,265,3,2,6,7,2,2,1,1,1,1,2,0,41401,9a1b0d249fb7c78b10bfdbc819bbefc2,0,"JJ is a mixed Siamese and is very affectionate cat, loyal, playful but well behaved. Trixy is a domestic medium hair. She is JJ's nanny and is the mommy figure to him, even though she's around JJ's age. Both of them are very lovely together and keep each other good company.",1eb1f56ed,5.0,0,images/1eb1f56ed-1.jpg
1,Bibi,24,167,0,2,7,0,0,1,3,1,1,1,1,1,0,41326,e1010683ccba0efbd71b983f60afb505,0,"when i was walking back home after work at china, it was a raining day...a small little dirty + tiny puppy follow me , she keep on follow until i decide to take care her. I name her Bibi again (The white color puppy in the picture). She sleep with me. After 2 years of working contract, i have to move back to Malaysia. That time i m thinking to bring her back to malaysia. But they say have to do injection and put her into sleep for 6 hours...i m so worry. I scared Bibi will die, so i dont wanna take the risk and I have no choice to give her to my friend. This is happen only five months ago...i everyday call the new owner to see Bibi condition, they say she is good. But i cant forget her. I m so sad...Can any one tell me, how to get dogs flight from china to malaysia?? without giving her injection to sleep..ant better and safe way?",b2dbd92b1,5.0,0,images/b2dbd92b1-1.jpg
1,DJ,3,307,0,1,2,0,0,2,2,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,Cute and adorable. I think he deserve a good home. No tying or caging for long hours except for precautionary purposes Commitment to neuter is compulsory,9a7474fd8,2.0,0,images/9a7474fd8-1.jpg
2,Lala And Nonot,12,242,252,3,1,0,0,2,3,1,1,2,1,2,0,41401,b8853c71b981104f1ef126e51387b616,0,they are a year old.. not neutered.. healthy.. able to use little box well.. eating iams cat food.. ..ADOPT FOR FREE.. they need a loving caring more pampering home.. pity them cause i hoard too many.. my bad.. im letting go some gradually to be normal.. please help me..,3dfe89264,3.0,0,images/3dfe89264-1.jpg
1,Lab Mix 5,2,307,141,2,2,0,0,2,2,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,"Same puppy as previous posting. This posting is to facilitate the adopter to be entitled for the starter pack, cos posting in a group only entitles one adopter.",102c931d8,0.0,0,images/102c931d8-1.jpg
1,Baby Bear,1,307,0,1,5,7,0,2,1,1,2,2,1,1,0,41367,1923273ead68577c747f8aba2a517719,0,"I found this little guy in Pasir Mas wandering by a busy roadside, looking sad & lost in the rain. I just had to stop & rescue him. My boyfriend gave him shelter over the weekend. A friend of him wanted to take him, & he did for 4 days. Now he's saying he can't take care of the puppy! I would take him in myself if I wasn't living with a girl who'll be offended by the puppy. The puppy is in KB right now. I live in Kuala Krai. I'll drive him to you if you're willing to provide a loving home for him. **************** Managed to find a home for Baby Bear :) Thank you to you loving people out there who looked at Baby Bear's profile and wanted to adopt him. His new home will be close by. It'll be easier for me to go check up on him, which I plan to do. Best wishes from me & Baby Bear.",a12589a09,1.0,0,images/a12589a09-1.jpg
1,No Name,36,179,207,2,5,0,0,2,2,1,3,1,1,1,0,41324,c8ea0bc42e630c72747986c4c0ce36aa,0,"female, spayed recently, abandoned by owner, very healthy, currently in melaka mixed breed (poodle and silky??) i can deliver to KL/ klang valley please give her a chance to find a forever home",64f563069,2.0,0,images/64f563069-1.jpg
1,Red Ranger & Blue Ranger,1,307,0,1,2,0,0,2,1,2,2,2,1,2,0,41326,5788b8639ed178795510a8cbe72ccc28,0,These puppies have been adopted. Profile created for voucher redemption purposes only. TQ.,86d20d7e4,2.0,0,images/86d20d7e4-1.jpg
2,æ å­å¦¹,6,266,0,2,1,7,0,2,1,1,1,3,1,1,0,41401,93dfc7e5d65f9772958c411eb3a8b53f,0,"A Kittens looking for forever home! Adoption fee: Free Spaying deposit: RM (fully refundable) A neutering deposit of RM needed for adoption. Once neutering was done and proof to me, the deposit will be fully refund. - MUST keep her indoor and not allowed to outdoor. - MUST Bring her to Vaccinate Interested parties, please contact Ms.Fanny at. KL Area.",1c60a65e8,2.0,0,images/1c60a65e8-1.jpg
2,Sun Light,4,292,0,2,2,7,0,1,1,2,2,2,1,1,0,41401,2181fc2a61447996c1e5cee02738b5c3,0,"** Looking For Someone Who Really Love And Adore Cats...And Someone can Share Their Love And Time With Her ** ** Own Pick Up / Collection : Call To Make Arrangement ** ** Must Adopt 2 Of Them, For Them To Play Together ** Interested Please Call : (Emy)",588ac0ef1,2.0,0,images/588ac0ef1-1.jpg
2,Toffee & Daisy,1,254,0,2,1,2,7,1,2,2,2,2,1,2,0,41326,4c82a46c5803c7115221efe826da6ff3,0,"I adopted a stray unspayed female. Before we manage to get her spayed she got pregnant. Since to opt for abortion seemed kind of inhumane at the stage of her pregnancy (when we realized she was pregnant), we allowed her to have her kittens. However due to space(we currently have 8 cats) and time constrains(I will be going to university soon), we are forced to put 2 kittens up for adoption. No fees are required as long as a good home is provided for the kittens. You may choose to adopt only one of them or you may take in both, if possible. Contact Shaunie () or Cheryl () for more details.",596cf7334,2.0,0,images/596cf7334-1.jpg
2,Kitten 1,2,247,266,1,1,7,0,1,2,2,1,3,1,1,0,41326,bcdcf39ea6e1546306597640f2037cd8,0,Found this 2 kitten at Parking Area. They all healthy and playful. looking for good family that can take care and give love to them.,40fa3f339,2.0,0,images/40fa3f339-1.jpg
1,Cute Puppy1,0,307,307,2,1,5,7,2,1,2,2,2,1,1,0,41336,4cfc0a51539b1837dadd093bf600b86b,0,Thanks to all those called me.,c6c6adc4a,1.0,0,images/c6c6adc4a-1.jpg
2,Dexter,6,241,0,1,1,7,0,2,2,2,2,2,1,1,0,41326,fc7d315a17b33e3b54d09a1afd742ced,0,"Meow! I'm Dexter. I'm super active and smart. I immediately knew how to use the kitty litter box when I was taken in by my rescuers and I don't do it anywhere else but there! I love playing! I play with my other cat friends and dog friends and my human too. I love everyone, any shape or size! I enjoy spending time with my human, sometimes just chilling on the bed with them until we all fall asleep. and then we'll wake up and I'll get my morning dose of rubs *pur pur pur* and then we'll have breakfast together! __________________ Backstory: Dexter was rescued with his little sister, Luna in front of shop lots when they were a baby and still feeding on milk (still not ready for solids). That was why we had no choice but to take them into our care or else their fate would be sealed. Dexter have been kept indoors since we took him in and slowly introduced to different rooms by us. We train all our foster cats to be indoor because of the uncertainties of being outdoor. he is very obedient and knows how to sit. We have trained him to sit every time before we feed him. He is one smart cookie! Please Whatsapp Kelly at 0 1 6 2 1 3 3 6 7 8",86855ddfd,1.0,0,images/86855ddfd-1.jpg
2,Orange Baby,4,266,0,2,4,7,0,2,1,2,2,2,1,1,0,41327,7343163d903e8e8c079d588cba3464ee,0,Orange was found as a stray and was having severe flu and eyes infection when it was found. It was sent to the vet and received treatment and currently it is a healthy cat being fostered. Orange is now seeking for adopter who is willing to provide her a forever home.,d90bd59c3,2.0,0,images/d90bd59c3-1.jpg
2,Barney,6,293,0,1,7,0,0,2,1,3,3,3,1,1,0,41326,e7b1ae4689d787494f6f274e99943d1a,0,"Barney is the son of achik and sibling with stich. I adopted him since he born, he is an active cat, like to play around and loves to eat a lot, he has a round face with white fur and a pair of nice blue eyes :) the size of his body is much larger than the others.",1a0180eb9,0.0,0,images/1a0180eb9-1.jpg
1,Browny,12,179,307,1,2,5,0,2,2,1,1,1,1,1,0,41326,3b074cadd2350de62dca7056b9bab6f4,1,"FOR serious adopters only! If you are interested in adopting, kindly contact ==> Whatapps. Requirements for Adoption: ========================= All adoptions are subject to an interview and house check. Cost of vaccinations and neutering to be borne by adopter. Vaccinations and neutering/spaying at 6 months of age are COMPULSORY.",3bbbccce4,8.0,0,images/3bbbccce4-1.jpg
1,Chester ( Schnauzer),12,195,179,1,6,0,0,1,2,1,1,3,1,1,100,41401,eba68472a648e066204509ffe1667c82,0,1 years old male Schnauzer. Healthy condition.,fb1a745e6,2.0,0,images/fb1a745e6-1.jpg
2,,1,264,0,3,1,2,4,1,1,2,2,2,1,3,0,41326,72d9870e232c571aa77ba33d828c719e,0,The kittens are rescued and desperately need a new home.,056bf1b17,3.0,0,images/056bf1b17-1.jpg
1,Scotty 11,14,213,201,1,1,3,7,2,2,1,1,1,1,1,0,41326,4221952c89be5f248dede46d0f2bb9e6,0,Found by a friend at 3 mths. He could not keep the dog & requested me to help take care. We have neutered the dog & sent him for 10 training lessons. We allow this dog to come in the house as & when he likes. Due to my sinus & allergy problem we got to let him go to a good family.,72c626d6c,4.0,0,images/72c626d6c-1.jpg
2,Rey,12,264,0,1,6,0,0,2,3,3,3,3,1,1,0,41326,63ec56049a266f7fb5f90295dcdb52d2,0,Si notty,977104c05,10.0,0,images/977104c05-1.jpg
2,Lucky Eight,3,299,266,2,1,7,0,1,1,1,1,2,1,1,0,41401,57b4712eb904b37c0469fcd8d2e8af04,0,"Hi there, I am Lucky 8! I was wondering the car park of my fosterer, looking for a forever home and family when my fosterer picked me up. I am healthy, very little, tame and mAnja to all.",3b4ac67f0,5.0,0,images/3b4ac67f0-1.jpg
1,Shorty Girl,2,307,0,2,1,2,7,2,2,2,1,2,1,1,100,41326,a23a047157d709e38cf801a723a246ba,0,"A Dashound cross, cute, quiet temperament.",a9199119d,3.0,0,images/a9199119d-1.jpg
2,Snowy Siamese,2,292,265,3,2,5,7,1,2,2,2,2,1,4,0,41401,7481ae53e9c9e403bf7f64aaa7f8e20a,0,"I found this three adorable kittens and their mother underneath someone's car at my apartment parking, perhaps, they are cold and stay there for some heat. They are so cute and cheeky. I am afraid the owner of that car might acidently ram on them if i dont take them to rescue. Please kind-hearted out there adopt them. I have 6 cats already at home, i cant take more than that as m staying in apartment and i keep my cat indoor all the time... I promise, if you see them.. u surely would like tyhem... care to adopt please... Thanks in advance",eb1f2f2f0,27.0,0,images/eb1f2f2f0-1.jpg
1,Breeze,2,307,0,2,1,2,7,2,2,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,She was dumped by somebody at the Indian temple near Shah Alam. Commitment to spay her is compulsory,cecb3b8ef,1.0,0,images/cecb3b8ef-1.jpg
2,Chanel,12,266,0,2,1,7,0,2,1,1,1,1,1,1,0,41401,9b52af6d48a4521fd01d4028eb5879a3,0,Rescued Chanel as a kitten. Husband is allergic so we must find her a suitable family who can care for her.,bd18b6cf6,5.0,0,images/bd18b6cf6-1.jpg
2,Petit Tom,7,292,0,1,1,7,0,2,2,1,1,2,1,1,0,41326,c6f77cef8408090fe952cd88d01be7d4,0,Petit Tom is a very lively cat. He loves to play during the day and sleeps like a baby at night. He is very energetic and never created any nuisance. He has been tamed by me since kitten as he was born in my apartment. He adapts very well with humans. His best friend is Joko in link who is ready for adoption also.,4d67e7fcf,2.0,0,images/4d67e7fcf-1.jpg
2,Shaila's Long Hair Calico,2,264,265,2,1,3,7,2,3,2,1,2,1,1,50,41326,438a9bdce8ef4d5948fc40e422d34d0d,0,"Adorable domestic long hair kitten looking for new home. She was rescued by Shaila from Subang. She is a calico kitten (with tri-colour: white, orange & black). She is about 2 months old now. She has beautiful, thick, long hair with big, round eyes. She is eating wet food (canned fish) and kibbles now. She is healthy, very active and playful. She is under toilet training (potty) now & could be let go soon. *RM 50 adoption fee would be paid to Cat Charity Club (CCC) for rescuing stray cats. *Another RM neutering / spaying deposit would be fully refundable once the surgery done. Anyone interested, please call .",056bb97e4,5.0,0,images/056bb97e4-1.jpg
1,Bobby,15,72,0,1,2,7,0,1,1,1,1,2,1,1,0,41326,a4d1eecebdf0b608583d8b166d9a9d71,0,"Bobby is a pembroke welsh corgi. Very handsome and intelligent dog who knows a few tricks like sit, hand, jump etc.",d76c4ec1e,3.0,0,images/d76c4ec1e-1.jpg
2,Stray Mother And Kittens,24,266,0,3,1,3,7,2,1,2,2,2,1,3,0,41401,9a8ac7b49a135269915aa9473af7e5af,0,A mother cat with 2 kittens found shelter at the residential area. Help to feed.,f9347cf8e,1.0,0,images/f9347cf8e-1.jpg
2,CAT 2 (FLUFFY),2,264,0,2,1,2,6,1,3,2,2,2,1,1,0,41326,f6588ebd0fae360763afd75b3e858518,0,i have 3 cats cat 1 cat 2 cat 3,162195d38,5.0,0,images/162195d38-1.jpg
2,Moon Light,4,266,0,2,1,7,0,1,1,2,2,2,1,1,0,41401,2181fc2a61447996c1e5cee02738b5c3,0,"** Looking for someone who really love and adore cats...and someone can share their love and time with her ** ** Own Pick Up/Collection : Call To Make Arrangement ** ** Must Adopt 2 Of Them, For Them To Play Together ** Interested Please Call : (Emy)",c930b139a,2.0,0,images/c930b139a-1.jpg
2,Ronan,2,266,268,1,1,6,0,1,2,2,1,2,1,1,0,41326,110f576b51820ce5ea021f90792991c1,0,"He likes to play.his friendly and super cute and his color are so difficult to find....one thing before you adopt him,don't put him in a cage,let him be free....his already potty training...",baa4b862f,5.0,0,images/baa4b862f-1.jpg
1,Jojo,11,20,0,2,1,2,7,2,1,1,1,3,1,1,0,41326,1d6add3fb44437d666e39e92a9917ee2,0,"JOJO is a very active girl, like to play with kids",dfcd19237,2.0,0,images/dfcd19237-1.jpg
2,Cik Puteh,4,266,0,2,1,7,0,1,2,1,1,2,1,1,0,41401,8ed4ae65b8f688865a778a192cfdbf2e,0,"We found her running across the road at Bangsar. She was sitting below our cars. Luckily she had no any injury. So i take care of her for 3 months now. However i cant keep her at home since i got 4 adult male cats and my house is small. If any of u would like to adopt her, please contact me. Would be glad if u have any other cat so she can be friends with them. She's very healthy and friendly. She had this habit where she will wake u up in the morning by licking ur face until she get eat.",53cd20574,5.0,0,images/53cd20574-1.jpg
2,Kitty 1 And 2,0,265,0,1,5,0,0,1,2,2,2,2,1,2,0,41332,59d4088afb25ed7cf5fe9c003adbe041,0,These 2 kittens came wandering into my compound yesterday evening before the heavy downpour last night. Mummy is nowhere to be found. I have no experience handling kittens and am hoping that these kittens will be adopted soon. They ate the fine tuna flakes and drank the water that I gave them earlier. Tried to bottle feed them but I think I didn't do it properly so they rejected it.These lovely kittens deserve permanent loving homes. Thank you!,a674a0bd7,2.0,0,images/a674a0bd7-1.jpg
2,Amy,3,247,243,2,1,6,0,2,1,2,2,2,1,1,0,41326,498a3034cb70c571be25f76c8b679f0c,0,"A very friendly, playful and ""jumpy"" kitten. Amy is one female from a litter of 6. We are running out of space so all 6 have to be adopted and loved by you. The breed is Bengal (25%) + American Short Hair (25%) + DSH (50%) Colour is black + grey lines + traces of gold/brown Best characteristics: She is so playful and would not mind being held and pet. She loves her bro and sis. Loves to lick on fruits and very jumpy! She jumps on everything and would jump ""Terkezut""! when you startle her from behind! Feeds on ProDiet kitten dry food + occasional ProDiet wet food + Goat's milk. Please check out my other kittens of the same litter. (Amy, sofi, Sherhan, Mika, Bino, Kyle) All have been kept indoors (free roaming) and have never been in contact with grass or other cats. SMS or WhatssApp ONLY",ae946bb63,3.0,0,images/ae946bb63-1.jpg
1,Adpoted,24,205,0,2,1,2,7,1,3,1,1,2,1,1,1000,41401,67f04f1dc1f81ff09e134fb47a053b10,0,adpoted,aebf47483,2.0,0,images/aebf47483-1.jpg
2,Puteh,18,266,0,3,7,0,0,2,1,2,2,2,1,5,0,41335,f7ba5b4ee05d7892af44a2fda3b72dcf,0,"Cat's name: Puteh Age: 1 year, 6 months Gender: Female Health condition: Good Have u deworm/deflea/neuter/spay the cat: - Cat's name: 4 kittens Age: 1 month Health condition: Good Have u deworm/deflea/neuter/spay the cat: -",1f2bd07e8,1.0,0,images/1f2bd07e8-1.jpg
1,Star,48,307,307,2,1,5,0,2,2,1,1,1,1,1,0,41401,93dfc7e5d65f9772958c411eb3a8b53f,0,"looking for forever home! Adoption fee: Free Interested parties, please contact. KL Area.",5ca64db1a,2.0,0,images/5ca64db1a-1.jpg
2,Chocolate,1,265,266,2,2,7,0,2,2,2,2,2,1,3,0,41326,d27ee13b4bffce7b46b02d36de2d42f9,0,"Chocolate is 1 of 4 kittens found in a box which was dumped at our local recycling centre next to SRK Damansara Jaya. Vet says they are free from worms and are healthy. Chocolate is also known as Ms. Curious and loves to be cuddled. If you would also like to adopt Chocolate's brother and sister, their Petfinder profile names are Coffee and Wizard.",c3269c5d7,4.0,0,images/c3269c5d7-1.jpg
2,Female Kitten - 4-5 Weeks Old,1,299,0,2,1,3,7,2,1,2,1,2,1,1,0,41401,f38cd957c98317c926fa14cecc698873,0,"I found this little girl in the carpark where I work. She was sitting under a car and as I passed she ran out after me meowing. I pet her for a little bit and as I kept walking, she followed closely crying. I took her to the vet and had her dewormed and is needing to start her vaccinations next week. She is less than a month old and very little. The photos I have posted actually make her look bigger than she is. She is incredibly loving, friendly and sweet. She is in desperate need of a home as the person I live with is allergic. I desperately don't want to take her to a shelter as she is so loving, she would be ideal in a home.",66b206dbe,2.0,0,images/66b206dbe-1.jpg
2,Mozilla,4,265,0,2,1,2,0,3,2,2,2,2,1,1,0,41401,5be13320d12dc6478d94268d6e103e56,0,DOB: 25 May Area: Kuala Lumpur,1347325db,7.0,0,images/1347325db-1.jpg
2,Beautiful Kitten,2,266,0,2,2,4,7,2,1,2,1,2,1,1,0,41401,e783f4c7603fa7e9a24c656f0fb277eb,0,A healthy female kitten for adopt. Characteristic : very playful Please contact me if you wish to adopt her.,e70a2beb6,2.0,0,images/e70a2beb6-1.jpg
1,,1,307,189,2,1,7,0,2,1,1,1,2,1,1,0,41401,88da1210e021a5cf43480b074778f3bc,0,She born on 30 September . I really hope the animal lovers can adopt her.,14f3fbc84,3.0,0,images/14f3fbc84-1.jpg
2,,24,266,266,3,1,2,7,2,1,3,3,3,2,5,0,41326,7a1a2074370b61db1756de90bece73bf,0,Mum and four kittens. Adopted from IntanShahar info.,0c0214da4,1.0,0,images/0c0214da4-1.jpg
2,Long Tail & Bob Tail,1,292,265,3,2,5,7,2,2,2,2,2,1,2,0,41336,84296cd53ffc747a6a0e49c5d5134bfc,0,These beauties were found outside my office again! right after the previous 10 were adopted.. Please spay/neuter your cats so there wont beso many lost and innocent kitties around..,1cdf69df6,1.0,0,images/1cdf69df6-1.jpg
1,,120,207,0,2,3,6,0,1,2,3,3,3,1,1,0,41326,4a84155488727fbb5fe93fe9a67bbf0d,0,Found this silky terrier near tesco puchong. Both eyes with cataract and approx 10yrs old as per vet estimation. Quiet and timid. Hope some kind soul can adopt this sweet girl. Pls pm if interested to adopt.,e42dc215d,1.0,0,images/e42dc215d-1.jpg
1,,0,307,0,3,1,2,7,1,1,2,2,1,1,8,0,41330,96ef563483af9f1921feaf0b99f04f78,1,"we found this pet roadside. someone left them outside. there're five female ( 1 white, 1gold, black +gray and others brownish with black ) and three male ( black, black+gray and Nescafe brown+ black) )",4aa9a342e,2.0,0,images/4aa9a342e-1.jpg
1,Cute Pups,2,307,0,3,1,7,0,2,1,2,2,2,1,4,0,41401,311ff568cb7f5dd6ae7b0428ac82ce0d,0,All puppies were born in front of my house. 1 had been adopted & now left 4. Playful and active. Please give them a loving home.,208843e22,5.0,0,images/208843e22-1.jpg
1,Snooze,53,182,0,2,1,5,0,2,1,1,1,1,2,1,0,41326,aaaff68b63d113e632bc5b0fce1ccd3c,0,"A greedy and lazy pug, but she's cute and love it when people massage her back! She has a front tooth jutted out and she's clumsy! She also loves chasing and playing with another dog of mine!",e375cb119,1.0,0,images/e375cb119-1.jpg
2,PadmÃ© And Leia,2,266,0,2,1,7,0,1,1,2,2,2,1,2,0,41326,28524862fb4125cdeb126f24ca89e75d,0,"Two domestic short hair kittens were found in the middle of the road, after rain few days ago. Currently under my care to nurture them back to health. When found, their eyes, ears and butt seems clean with no fleas. They are adorable, cute, active and tame.",ca457392b,3.0,0,images/ca457392b-1.jpg
1,Bobby,12,307,0,1,2,0,0,3,1,1,1,1,1,1,0,41326,5357704e30d75b011e4bae96be037722,1,"PLEASE HELP FIND BOBBY A HOME...Bobby has been abandoned by his owner and was knocked down by a car. He was at the vet's for a month and since his discharge, my sister has been fostering him. She can't keep him because she has already got three! The irresponsible owner does not want to take him back and did not even pay for his medical bill. Can someone please help to give poor Bobby a loving home or please help him find a home? The accident has left him walking with a limp but other than that he is in excellent health. Thank you!",b147d1870,4.0,0,images/b147d1870-1.jpg
2,Boboi,3,264,251,1,5,6,0,2,2,1,1,2,1,1,200,41326,021e427ea69bef958fb6222cb3eb0d4a,0,"He's 3 moth and cute long hair... But he's mixed with british short hair The tail hair is exceptionally long.. Vaccinated already.. Feed on royal canin kitten 36.. 1.5kilos... The fees is for it's medical treatment , and food.. Rc is quite expensive ... He had fever before this , fleas and ear mites... But now hes alive n kickin'.... Email me for Pics... The fees could be changed with food n litter sand .. Mail me for any enquiries ...",769ad37c5,0.0,0,images/769ad37c5-1.jpg
